model,params [K],sipeed_latency [ms],kmodel_memory [KB],cpu_latency [ms],accuracy,token_sequence,length,model_info
model_0946,2535.09,,0.0,374.39,,"[17, 24, 8, 3, 29, 5, 16, 29, 39, 46, 28, 37, 37, 22, 44, 39, 10, 40, 41, 6, 35, 24, 43, 44, 7, 24, 15, 49]",28,"{""0"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""13"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""14"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""18"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""19"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""22"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""23"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""24"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""25"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""26"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""27"": [""end"", 0.001, 2, ""softmax""]}"
model_0947,1322.428,,0.0,366.29,,"[36, 20, 23, 27, 14, 35, 36, 28, 36, 13, 47, 25, 40, 3, 11, 27, 35, 26, 49]",19,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""13"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""end"", 0.001, 2, ""softmax""]}"
model_0948,156.14600000000004,162.77,558.08,120.73,0.5,"[14, 18, 38, 45, 43, 48, 36, 26, 13, 45, 27, 42, 6, 15, 4, 18, 39, 41, 49]",19,"{""0"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""1"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""4"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""5"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""13"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""18"": [""end"", 0.001, 2, ""softmax""]}"
model_0949,374.17800000000005,109.21,558.08,102.78,0.5,"[1, 32, 30, 45, 48, 25, 18, 47, 18, 41, 16, 26, 44, 49]",14,"{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""4"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""8"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""end"", 0.001, 2, ""softmax""]}"
model_0950,304.434,,0.0,185.0,,"[21, 2, 24, 34, 31, 33, 35, 34, 30, 32, 18, 6, 12, 6, 35, 26, 26, 43, 5, 46, 33, 27, 32, 49]",24,"{""0"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""2"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""12"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""18"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""19"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""21"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""22"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""23"": [""end"", 0.001, 2, ""softmax""]}"
model_0951,365.92,104.83,499.97,116.23,0.5,"[33, 26, 28, 20, 26, 15, 8, 5, 42, 25, 7, 17, 49]",13,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""10"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""12"": [""end"", 0.001, 2, ""softmax""]}"
model_0952,3671.634,,0.0,826.42,,"[5, 17, 37, 21, 24, 38, 27, 11, 17, 43, 6, 9, 43, 20, 37, 42, 38, 34, 36, 29, 8, 8, 1, 14, 45, 7, 12, 24, 13, 11, 15, 49]",32,"{""0"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""4"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""10"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""21"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""22"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""23"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""24"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""25"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""26"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""27"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""28"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""29"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""30"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""31"": [""end"", 0.001, 2, ""softmax""]}"
model_0953,2667.458,46.86,327.68,106.69,0.5,"[1, 26, 42, 32, 41, 22, 24, 14, 42, 26, 41, 15, 12, 49]",14,"{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""11"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""13"": [""end"", 0.001, 2, ""softmax""]}"
model_0954,69.51,,0.0,155.79,,"[39, 29, 17, 45, 48, 10, 14, 44, 36, 1, 45, 32, 28, 34, 13, 17, 49]",17,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""4"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""5"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""10"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""14"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""15"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""16"": [""end"", 0.001, 2, ""softmax""]}"
model_0955,466.018,0.0,2113.54,162.17,,"[9, 27, 16, 34, 45, 7, 16, 1, 26, 43, 35, 45, 7, 13, 18, 37, 37, 1, 19, 17, 36, 12, 46, 49]",24,"{""0"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""14"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""17"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""18"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""19"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""22"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""23"": [""end"", 0.001, 2, ""softmax""]}"
model_0956,976.402,,0.0,128.59,,"[24, 22, 46, 12, 39, 33, 5, 21, 12, 11, 5, 12, 7, 38, 3, 49]",16,"{""0"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""1"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""2"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""3"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""7"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""8"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""15"": [""end"", 0.001, 2, ""softmax""]}"
model_0957,193.41,,0.0,164.55,,"[19, 32, 38, 34, 22, 35, 45, 36, 5, 31, 29, 13, 46, 6, 49]",15,"{""0"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""13"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""14"": [""end"", 0.001, 2, ""softmax""]}"
model_0958,1522.444,0.0,2113.54,136.26,,"[29, 20, 29, 42, 26, 25, 24, 38, 2, 3, 10, 24, 49]",13,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""9"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""12"": [""end"", 0.001, 2, ""softmax""]}"
model_0959,303.058,,0.0,255.82,,"[13, 30, 11, 12, 19, 36, 31, 46, 46, 48, 30, 25, 27, 38, 30, 31, 30, 38, 2, 46, 40, 49]",22,"{""0"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""4"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""7"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""8"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""9"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""19"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""20"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0960,1686.882,,0.0,192.52,,"[1, 32, 26, 17, 27, 24, 17, 46, 25, 47, 2, 1, 35, 6, 2, 35, 10, 13, 19, 3, 11, 49]",22,"{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""7"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""10"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""14"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""17"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""18"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""19"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""20"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0961,1102.178,,0.0,219.77,,"[17, 16, 46, 15, 6, 25, 7, 35, 25, 14, 30, 14, 45, 25, 34, 27, 29, 38, 43, 23, 5, 49]",22,"{""0"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""2"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""3"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""19"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""20"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0962,448.588,,0.0,220.57,,"[39, 21, 14, 19, 4, 14, 2, 30, 26, 5, 12, 41, 7, 36, 30, 49]",16,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""2"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""3"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""5"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""end"", 0.001, 2, ""softmax""]}"
model_0963,3635.276,,0.0,143.87,,"[26, 47, 48, 16, 44, 5, 22, 26, 43, 27, 41, 32, 34, 23, 39, 19, 9, 9, 36, 49]",20,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""2"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""3"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""4"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""5"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""6"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""13"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""17"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""19"": [""end"", 0.001, 2, ""softmax""]}"
