model,params [K],sipeed_latency [ms],kmodel_memory [KB],cpu_latency [ms],accuracy,token_sequence,length,model_info
model_454,16.049,,,,0.71,"[303, 154, 139, 339, 226, 382]",6,"{""0"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [1, 1], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 32, [3, 3], [2, 2], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_455,18.989,,,,0.76,"[239, 358, 316, 376, 382]",5,"{""0"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""Dense"", 32, ""relu""], ""4"": [2, ""softmax""]}"
model_456,2.842,,,,0.49,"[174, 381, 323, 83, 330, 289, 329, 382]",8,"{""0"": [""Conv2D"", 40, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""dropout"", 0.2], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 24, [1, 1], [3, 3], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""5"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""6"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""7"": [2, ""softmax""]}"
model_457,1.3619999999999999,,,,0.51,"[54, 271, 274, 225, 110, 233, 382]",7,"{""0"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 32, [1, 1], [1, 1], ""valid"", ""relu""], ""5"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""6"": [2, ""softmax""]}"
model_458,12.058,,,,0.52,"[37, 352, 237, 80, 2, 134, 146, 159, 47, 6, 382]",11,"{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 24, [1, 1], [2, 2], ""same"", ""relu""], ""4"": [""Conv2D"", 8, [1, 1], [1, 1], ""valid"", ""relu""], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""valid"", ""relu""], ""6"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""7"": [""Conv2D"", 40, [2, 2], [1, 1], ""same"", ""sigmoid""], ""8"": [""Conv2D"", 16, [1, 1], [3, 3], ""same"", ""sigmoid""], ""9"": [""Conv2D"", 8, [1, 1], [2, 2], ""valid"", ""relu""], ""10"": [2, ""softmax""]}"
model_459,29.266,,,,0.51,"[97, 291, 19, 359, 140, 133, 217, 326, 136, 166, 113, 382]",12,"{""0"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 8, [2, 2], [2, 2], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 32, [3, 3], [2, 2], ""same"", ""relu""], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""6"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""7"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""8"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""relu""], ""9"": [""Conv2D"", 40, [2, 2], [3, 3], ""valid"", ""relu""], ""10"": [""Conv2D"", 32, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""11"": [2, ""softmax""]}"
model_460,8.92,,,,0.51,"[356, 157, 145, 242, 299, 231, 130, 281, 382]",9,"{""0"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""same"", ""sigmoid""], ""6"": [""Conv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""7"": [""DepthwiseConv2D"", 24, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""8"": [2, ""softmax""]}"
model_461,9.242,,,,0.51,"[122, 280, 16, 277, 15, 306, 220, 226, 382]",9,"{""0"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 8, [2, 2], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""valid"", ""relu""], ""6"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""same"", ""relu""], ""7"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""relu""], ""8"": [2, ""softmax""]}"
model_462,21.041999999999998,,,,0.51,"[88, 28, 65, 158, 320, 142, 209, 84, 32, 10, 118, 382]",12,"{""0"": [""Conv2D"", 24, [2, 2], [1, 1], ""same"", ""relu""], ""1"": [""Conv2D"", 8, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""Conv2D"", 16, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""same"", ""relu""], ""5"": [""Conv2D"", 32, [3, 3], [3, 3], ""valid"", ""relu""], ""6"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""7"": [""Conv2D"", 24, [1, 1], [3, 3], ""same"", ""relu""], ""8"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""9"": [""Conv2D"", 8, [1, 1], [3, 3], ""valid"", ""relu""], ""10"": [""Conv2D"", 32, [1, 1], [3, 3], ""valid"", ""relu""], ""11"": [2, ""softmax""]}"
model_463,2.469,,,,0.76,"[354, 295, 193, 56, 212, 382]",6,"{""0"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 16, [2, 2], [2, 2], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_464,23.862,,,,0.51,"[350, 325, 175, 201, 328, 134, 102, 183, 382]",9,"{""0"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""valid"", ""relu""], ""6"": [""Conv2D"", 24, [3, 3], [2, 2], ""valid"", ""relu""], ""7"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""sigmoid""], ""8"": [2, ""softmax""]}"
model_465,14.749,,,,0.51,"[184, 302, 330, 63, 285, 382]",6,"{""0"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_466,1.514,,,,0.51,"[48, 322, 260, 11, 220, 31, 146, 225, 382]",9,"{""0"": [""Conv2D"", 16, [1, 1], [3, 3], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""same"", ""relu""], ""3"": [""Conv2D"", 8, [1, 1], [3, 3], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""same"", ""relu""], ""5"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""sigmoid""], ""6"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""7"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""8"": [2, ""softmax""]}"
model_467,1.088,,,,0.51,"[182, 352, 225, 237, 337, 382]",6,"{""0"": [""DepthwiseConv2D"", 8, [1, 1], [1, 1], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_468,5.002,,,,0.75,"[145, 310, 152, 156, 188, 382]",6,"{""0"": [""Conv2D"", 40, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""2"": [""Conv2D"", 40, [1, 1], [2, 2], ""same"", ""relu""], ""3"": [""Conv2D"", 40, [1, 1], [3, 3], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_469,5.247999999999999,,,,0.72,"[216, 150, 327, 286, 247, 92, 195, 382]",8,"{""0"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [1, 1], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""same"", ""sigmoid""], ""5"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""6"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""7"": [2, ""softmax""]}"
model_470,22.666,,,,0.84,"[24, 176, 172, 298, 382]",5,"{""0"": [""Conv2D"", 8, [2, 2], [3, 3], ""same"", ""relu""], ""1"": [""Conv2D"", 40, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""valid"", ""relu""], ""4"": [2, ""softmax""]}"
model_471,10.086,,,,0.51,"[351, 218, 63, 310, 72, 382]",6,"{""0"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 16, [3, 3], [1, 1], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""4"": [""Conv2D"", 16, [3, 3], [3, 3], ""same"", ""relu""], ""5"": [2, ""softmax""]}"
model_472,17.874000000000002,,,,0.51,"[67, 161, 351, 135, 197, 34, 382]",7,"{""0"": [""Conv2D"", 16, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 32, [3, 3], [1, 1], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""5"": [""Conv2D"", 8, [3, 3], [3, 3], ""valid"", ""relu""], ""6"": [2, ""softmax""]}"
model_473,1.604,,,,0.51,"[258, 355, 195, 197, 382]",5,"{""0"": [""DepthwiseConv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [2, 2], ""same"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [2, ""softmax""]}"
model_474,9.613999999999999,,,,0.78,"[248, 187, 91, 90, 98, 382]",6,"{""0"": [""DepthwiseConv2D"", 16, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 24, [2, 2], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 24, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_475,1.1420000000000001,,,,0.72,"[284, 212, 106, 202, 287, 382]",6,"{""0"": [""DepthwiseConv2D"", 24, [3, 3], [2, 2], ""same"", ""relu""], ""1"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 24, [3, 3], [3, 3], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [3, 3], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""same"", ""sigmoid""], ""5"": [2, ""softmax""]}"
model_476,49.97,,,,0.8,"[152, 25, 91, 382]",4,"{""0"": [""Conv2D"", 40, [1, 1], [2, 2], ""same"", ""relu""], ""1"": [""Conv2D"", 8, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""3"": [2, ""softmax""]}"
model_477,10.585999999999999,,,,0.51,"[53, 54, 179, 335, 350, 194, 83, 308, 32, 382]",10,"{""0"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""2"": [""Conv2D"", 40, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""same"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""5"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""valid"", ""relu""], ""6"": [""Conv2D"", 24, [1, 1], [3, 3], ""same"", ""sigmoid""], ""7"": [""DepthwiseConv2D"", 32, [2, 2], [2, 2], ""same"", ""relu""], ""8"": [""Conv2D"", 8, [3, 3], [2, 2], ""same"", ""relu""], ""9"": [2, ""softmax""]}"
model_478,19.335,,,,0.49,"[295, 229, 71, 118, 127, 311, 120, 148, 163, 127, 382]",11,"{""0"": [""DepthwiseConv2D"", 32, [1, 1], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 16, [3, 3], [3, 3], ""same"", ""sigmoid""], ""3"": [""Conv2D"", 32, [1, 1], [3, 3], ""valid"", ""relu""], ""4"": [""Conv2D"", 32, [2, 2], [2, 2], ""same"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 32, [2, 2], [3, 3], ""same"", ""sigmoid""], ""6"": [""Conv2D"", 32, [1, 1], [3, 3], ""same"", ""relu""], ""7"": [""Conv2D"", 40, [1, 1], [1, 1], ""same"", ""relu""], ""8"": [""Conv2D"", 40, [2, 2], [2, 2], ""same"", ""sigmoid""], ""9"": [""Conv2D"", 32, [2, 2], [2, 2], ""same"", ""sigmoid""], ""10"": [2, ""softmax""]}"
model_479,4.854,,,,0.51,"[358, 254, 94, 166, 340, 7, 214, 382]",8,"{""0"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 24, [2, 2], [3, 3], ""valid"", ""relu""], ""3"": [""Conv2D"", 40, [2, 2], [3, 3], ""valid"", ""relu""], ""4"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""same"", ""relu""], ""5"": [""Conv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""6"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""valid"", ""relu""], ""7"": [2, ""softmax""]}"
model_480,5.047,,,,0.51,"[234, 206, 51, 217, 251, 154, 382]",7,"{""0"": [""DepthwiseConv2D"", 16, [2, 2], [2, 2], ""valid"", ""relu""], ""1"": [""DepthwiseConv2D"", 8, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""Conv2D"", 16, [2, 2], [1, 1], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [3, 3], [3, 3], ""same"", ""sigmoid""], ""5"": [""Conv2D"", 40, [1, 1], [3, 3], ""valid"", ""relu""], ""6"": [2, ""softmax""]}"
model_481,4.593999999999999,,,,0.51,"[158, 116, 321, 351, 11, 290, 218, 92, 15, 382]",10,"{""0"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""relu""], ""1"": [""Conv2D"", 32, [1, 1], [2, 2], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 8, [1, 1], [3, 3], ""same"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 32, [1, 1], [1, 1], ""valid"", ""relu""], ""6"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""relu""], ""7"": [""Conv2D"", 24, [2, 2], [2, 2], ""same"", ""relu""], ""8"": [""Conv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""9"": [2, ""softmax""]}"
model_482,3.72,,,,0.51,"[301, 265, 90, 341, 225, 326, 23, 74, 27, 238, 288, 77, 335, 382]",14,"{""0"": [""DepthwiseConv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 24, [2, 2], [2, 2], ""valid"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [2, 2], [2, 2], ""valid"", ""sigmoid""], ""4"": [""DepthwiseConv2D"", 16, [1, 1], [3, 3], ""valid"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""valid"", ""relu""], ""6"": [""Conv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""7"": [""Conv2D"", 24, [1, 1], [1, 1], ""valid"", ""relu""], ""8"": [""Conv2D"", 8, [3, 3], [1, 1], ""same"", ""sigmoid""], ""9"": [""DepthwiseConv2D"", 16, [2, 2], [3, 3], ""valid"", ""relu""], ""10"": [""DepthwiseConv2D"", 24, [3, 3], [3, 3], ""same"", ""relu""], ""11"": [""Conv2D"", 24, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""12"": [""DepthwiseConv2D"", 40, [1, 1], [3, 3], ""same"", ""sigmoid""], ""13"": [2, ""softmax""]}"
model_483,11.97,,,,0.49,"[109, 62, 347, 193, 157, 352, 198, 41, 382]",9,"{""0"": [""Conv2D"", 32, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [2, 2], [3, 3], ""same"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 8, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""4"": [""Conv2D"", 40, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""6"": [""DepthwiseConv2D"", 8, [2, 2], [2, 2], ""valid"", ""relu""], ""7"": [""Conv2D"", 16, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""8"": [2, ""softmax""]}"
model_484,42.674,,,,0.51,"[101, 121, 313, 324, 265, 76, 169, 85, 170, 352, 382]",11,"{""0"": [""Conv2D"", 24, [3, 3], [2, 2], ""valid"", ""sigmoid""], ""1"": [""Conv2D"", 32, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""2"": [""DepthwiseConv2D"", 32, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [3, 3], [3, 3], ""same"", ""relu""], ""4"": [""DepthwiseConv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""5"": [""Conv2D"", 24, [1, 1], [1, 1], ""same"", ""relu""], ""6"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""7"": [""Conv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""8"": [""Conv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""9"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""10"": [2, ""softmax""]}"
model_485,98.05,,,,0.51,"[138, 78, 213, 380, 382]",5,"{""0"": [""Conv2D"", 32, [3, 3], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 24, [1, 1], [2, 2], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 8, [3, 3], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Dense"", 40, ""relu""], ""4"": [2, ""softmax""]}"
model_486,3.714,,,,0.49,"[67, 352, 360, 327, 113, 187, 381, 382]",8,"{""0"": [""Conv2D"", 16, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""same"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [3, 3], [3, 3], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 40, [1, 1], [1, 1], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 32, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 8, [1, 1], [2, 2], ""same"", ""sigmoid""], ""6"": [""dropout"", 0.2], ""7"": [2, ""softmax""]}"
model_487,23.272,,,,0.51,"[299, 15, 100, 210, 382]",5,"{""0"": [""DepthwiseConv2D"", 32, [1, 1], [3, 3], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 8, [2, 2], [1, 1], ""same"", ""sigmoid""], ""2"": [""Conv2D"", 24, [3, 3], [1, 1], ""same"", ""relu""], ""3"": [""DepthwiseConv2D"", 8, [3, 3], [2, 2], ""valid"", ""relu""], ""4"": [2, ""softmax""]}"
model_488,186.24200000000002,,,,0.81,"[18, 61, 73, 218, 382]",5,"{""0"": [""Conv2D"", 8, [2, 2], [2, 2], ""valid"", ""relu""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 24, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""relu""], ""4"": [2, ""softmax""]}"
model_489,2.6839999999999997,,,,0.57,"[337, 274, 331, 382]",4,"{""0"": [""DepthwiseConv2D"", 40, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 40, [1, 1], [2, 2], ""same"", ""sigmoid""], ""3"": [2, ""softmax""]}"
model_490,2.594,,,,0.51,"[103, 350, 273, 24, 382]",5,"{""0"": [""Conv2D"", 24, [3, 3], [2, 2], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 40, [3, 3], [1, 1], ""valid"", ""relu""], ""2"": [""DepthwiseConv2D"", 24, [2, 2], [3, 3], ""valid"", ""sigmoid""], ""3"": [""Conv2D"", 8, [2, 2], [3, 3], ""same"", ""relu""], ""4"": [2, ""softmax""]}"
model_491,1.906,,,,0.54,"[23, 217, 5, 318, 130, 382]",6,"{""0"": [""Conv2D"", 8, [2, 2], [3, 3], ""same"", ""sigmoid""], ""1"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""2"": [""Conv2D"", 8, [1, 1], [2, 2], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 32, [3, 3], [2, 2], ""valid"", ""relu""], ""4"": [""Conv2D"", 32, [2, 2], [3, 3], ""valid"", ""relu""], ""5"": [2, ""softmax""]}"
model_492,14.081,,,,0.51,"[343, 176, 85, 271, 71, 217, 114, 64, 382]",9,"{""0"": [""DepthwiseConv2D"", 40, [2, 2], [2, 2], ""same"", ""sigmoid""], ""1"": [""Conv2D"", 40, [3, 3], [2, 2], ""same"", ""relu""], ""2"": [""Conv2D"", 24, [2, 2], [1, 1], ""valid"", ""sigmoid""], ""3"": [""DepthwiseConv2D"", 24, [2, 2], [2, 2], ""same"", ""sigmoid""], ""4"": [""Conv2D"", 16, [3, 3], [3, 3], ""same"", ""sigmoid""], ""5"": [""DepthwiseConv2D"", 16, [1, 1], [1, 1], ""valid"", ""sigmoid""], ""6"": [""Conv2D"", 32, [1, 1], [2, 2], ""valid"", ""relu""], ""7"": [""Conv2D"", 16, [3, 3], [1, 1], ""same"", ""relu""], ""8"": [2, ""softmax""]}"
